Date,Open,High,Low,Close,Volume
08/16/2018,"3,375","3,388","3,300","3,350","42,463,602"
08/15/2018,"3,375","3,413","3,263","3,400","82,042,796"
08/14/2018,"3,438","3,450","3,350","3,363","122,915,000"
08/13/2018,"3,600","3,625","3,425","3,463","82,658,398"
08/10/2018,"3,663","3,713","3,650","3,675","36,267,800"
08/09/2018,"3,600","3,675","3,600","3,638","28,914,800"
08/08/2018,"3,613","3,663","3,550","3,663","48,967,398"
08/07/2018,"3,650","3,713","3,600","3,600","102,967,796"
08/06/2018,"3,613","3,713","3,600","3,650","102,478,602"
08/03/2018,"3,500","3,613","3,500","3,600","63,550,398"
08/02/2018,"3,500","3,588","3,463","3,525","61,392,398"
08/01/2018,"3,350","3,500","3,338","3,500","110,824,000"
07/31/2018,"3,363","3,363","3,288","3,325","66,929,398"
07/30/2018,"3,288","3,363","3,275","3,363","54,608,200"
07/27/2018,"3,288","3,288","3,250","3,288","35,688,800"
07/26/2018,"3,250","3,275","3,238","3,275","57,947,800"
07/25/2018,"3,275","3,275","3,225","3,238","62,149,398"
07/24/2018,"3,250","3,263","3,200","3,263","38,980,398"
07/23/2018,"3,200","3,288","3,188","3,200","80,140,204"
07/20/2018,"3,213","3,225","3,138","3,175","101,994,796"
07/19/2018,"3,213","3,263","3,188","3,188","69,942,000"
07/18/2018,"3,163","3,213","3,150","3,200","46,293,000"
07/17/2018,"3,225","3,238","3,150","3,163","84,860,000"
07/16/2018,"3,275","3,313","3,188","3,275","57,879,602"
07/13/2018,"3,213","3,325","3,213","3,300","71,073,602"
07/12/2018,"3,150","3,225","3,150","3,225","69,482,602"
07/11/2018,"3,150","3,188","3,125","3,175","71,600,602"
07/10/2018,"3,250","3,288","3,188","3,225","87,662,000"
07/09/2018,"3,175","3,263","3,150","3,213","111,683,796"
07/06/2018,"3,200","3,238","3,150","3,150","51,696,398"
07/05/2018,"3,250","3,300","3,175","3,263","49,814,602"
07/04/2018,"3,200","3,313","3,138","3,300","54,066,398"
07/03/2018,"3,238","3,288","3,163","3,163","74,286,398"
